case	wc_rc	cite_rc	agree	trace	wc_reason	cite_reason
C18_bytes_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C19_P_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C20_P_neg	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C21_P_5dec	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C22_P_7dec	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C23_P_lead0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C24_P_exp	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C25_P_nan	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C26_P_inf	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C27_P_negzero	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C28_P_nolead	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C29_Q_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C30_Q_gap1e6	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
C31_Q_gap2e6	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C32_Q_gap3e6	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C33_m16_3dec	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C34_m16_5dec	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C35_m16_wrong	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C36_m16_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C37_m16_nopct	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C38_m16_dblpct	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C39_mb_lead0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C40_mb_den_lead0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C41_mb_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C42_mb_over	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C43_mb_den_mismatch	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C44_mb_noden	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C45_mb_nocov	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C46_mb_neg	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C47_mb_triple	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C48_G_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C49_G_5dec	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C50_G_7dec	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C51_G_vs_micro	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C52_micro_vs_G	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C53_micro_plus	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C54_micro_lead0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C55_micro_float	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C56_micro_llmax1	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C57_micro_llmin	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C58_ch_lead0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C59_ch_over	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C60_ch_sh_lead0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C61_ch_nosh	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C62_ch_neg	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C63_ch_equal	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
C64_ch0_order	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C65_ch0_abstain	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
C66_ch00_abstain	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
C67_v_cap	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C68_v_orders	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C69_v_replay	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C70_v_stranger	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C71_v_abstain	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C72_v_empty	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C73_v_ordering	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C74_v_abstainer	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C75_v_trailing_space	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C76_field_missing	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C77_field_extra	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C78_tab_sep	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C79_labels_swapped	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
C80_prefix_cap	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: the docket leaves are out of order
H01_bytes_lead0	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H02_bytes_plus	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H03_bytes_neg	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H04_bytes_float	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H05_bytes_hex	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H06_bytes_empty	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H07_bytes_overflow	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H08_bytes_u64max	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H09_bytes_mismatch	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
H10_shores_lead0	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H11_shores_plus	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H12_shores_neg	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H13_shores_zero	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H14_shores_under	1	1	agree	ok	warrant refused: line 5 court record malformed	netta: the docket closed before its verdicts
H15_shores_over	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket closed before its verdicts
H16_shores_33	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H17_ctx_upper	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H18_ctx_cap	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H19_ctx_warm	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H20_ctx_hex3	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H21_ctx_hex5	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H22_ctx_hexupper	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H23_ctx_empty	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H24_cand_upper	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H25_cand_15	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H26_cand_17	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H27_cand_nonhex	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H28_cand_empty	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H29_law_upper	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H30_law_15	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H31_law_17	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H32_law_other	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H33_prefix_cap	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H34_double_space	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H35_trailing_space	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H36_extra_field	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
H37_tab_sep	1	0	DISAGREE	ok	warrant refused: line 3 sitting malformed	
H38_field_order	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
L01_gm500000_order	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L02_gm499999_stranger	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L03_gm499999_order	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L04_gm500000_stranger	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L05_cov114_replay	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L06_cov113_order	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L07_cov113_replay	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L08_cov114_order	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L09_odd_cov114_replay	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L10_odd_cov113_order	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L11_odd_cov114_order	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L12_gm_neg500000	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L13_gm0_abstain	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L14_gm0_Gnegzero	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L15_gmneg0	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L16_gm0_stranger	1	0	DISAGREE	ok	warrant refused: line 4 court record malformed	
L17_gm1_stranger	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L18_ctx6162_ok	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L19_cov0_ch0_abstain	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L20_covfull_replay	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
L21_P0_ok	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
P_base1	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
P_base2	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
P_base2_resealed	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
P_base32	0	0	agree	ok	warrant accepted: 32 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
P_basectx	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
R01_receipt_upper	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf fails its receipt
R02_receipt_15	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
R03_receipt_17	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
R04_receipt_flip	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf fails its receipt
R05_receipt_other_law	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf fails its receipt
R06_receipt_empty	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
R07_receipt_missing	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
R08_receipt_trailing	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
R09_receipt_tab	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
R10_receipt_line5_flip	1	1	agree	ok	warrant refused: line 5 court record malformed	netta: a docket leaf fails its receipt
S01_empty	2	1	agree	ok	warrant refused: no complete sittings	netta: the docket is incomplete
S02_banner_only	1	1	agree	ok	warrant refused: premature EOF inside a sitting	netta: the docket is incomplete
S03_banner_law	1	1	agree	ok	warrant refused: premature EOF inside a sitting	netta: the docket is incomplete
S04_no_leaves_no_close	1	1	agree	ok	warrant refused: premature EOF inside a sitting	netta: the docket is incomplete
S05_no_banner	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S06_banner_lower	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S07_banner_trailing	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S08_banner_leading	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S09_law_v3	1	1	agree	ok	warrant refused: line 2 law is not canonical v2	netta: the docket's law is not this life's law
S10_law_digest_wrong	1	1	agree	ok	warrant refused: line 2 law is not canonical v2	netta: the docket's law is not this life's law
S11_law_digest_upper	1	1	agree	ok	warrant refused: line 2 law is not canonical v2	netta: the docket's law is not this life's law
S12_blank_after_banner	1	1	agree	ok	warrant refused: line 2 law is not canonical v2	netta: the docket's law is not this life's law
S13_blank_at_end	1	1	agree	ok	warrant refused: line 7 expected NETTA ZERO	netta: the citation takes one sitting at a time
S14_two_sittings	0	1	DISAGREE	ok	warrant accepted: 3 verdicts under law f2cc2274cb3c752b in 2 complete sittings	netta: the citation takes one sitting at a time
S15_crlf_all	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
S16_cr_only	1	1	agree	ok	warrant refused: line 1 is overlong or not newline-sealed	netta: the docket record is unsealed
S17_crlf_one_line	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
S18_crcrlf	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: a docket leaf has no receipt
S19_nul_mid_court	1	1	agree	ok	warrant refused: line 4 is overlong or not newline-sealed	netta: the docket record is unsealed
S20_nul_line_start	1	1	agree	ok	warrant refused: line 4 is overlong or not newline-sealed	netta: the docket record is unsealed
S21_overlong_court	1	1	agree	ok	warrant refused: line 4 is overlong or not newline-sealed	netta: the docket record is unsealed
S22_bom	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S23_close_no_newline	1	1	agree	ok	warrant refused: line 6 is overlong or not newline-sealed	netta: the docket record is unsealed
S24_last_court_no_newline	1	1	agree	ok	warrant refused: line 5 is overlong or not newline-sealed	netta: the docket record is unsealed
S25_sitting_no_newline	1	1	agree	ok	warrant refused: line 3 is overlong or not newline-sealed	netta: the docket record is unsealed
S26_banner_no_newline	1	1	agree	ok	warrant refused: line 1 is overlong or not newline-sealed	netta: the docket record is unsealed
S27_court_before_sitting	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
S28_shores33_33leaves	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
S29_shores32_31leaves	1	1	agree	ok	warrant refused: line 35 close does not seal sitting	netta: the docket closed before its verdicts
S30_shores31_31leaves_ok	0	0	agree	ok	warrant accepted: 31 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
S31_law_twice	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
S32_sitting_twice	1	1	agree	ok	warrant refused: line 4 court record malformed	netta: the docket leaves are out of order
S33_banner_tab	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S34_sitting_cap	1	1	agree	ok	warrant refused: line 3 sitting malformed	netta: the docket sitting is malformed
S35_only_newline	1	1	agree	ok	warrant refused: line 1 expected NETTA ZERO	netta: the docket does not open as NETTA ZERO
S36_second_banner_only	1	1	agree	ok	warrant refused: premature EOF inside a sitting	netta: the citation takes one sitting at a time
S37_blank_between_courts	1	1	agree	ok	warrant refused: line 5 court record malformed	netta: the docket leaves are out of order
S38_reseal_receipts_keep_close	0	0	agree	ok	warrant accepted: 2 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
X01_verdicts_lead0	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X02_verdicts_plus	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X03_verdicts_under	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X04_verdicts_over	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X05_docket_upper	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X06_docket_flip	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X07_docket_15	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X08_docket_17	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X09_close_trailing	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X10_close_double_space	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X11_close_extra	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
X12_close_missing	1	1	agree	ok	warrant refused: premature EOF inside a sitting	netta: the docket is incomplete
X13_close_after_1_of_2	1	1	agree	ok	warrant refused: line 5 close does not seal sitting	netta: the docket closed before its verdicts
X13b_shores1_1leaf_ok	0	0	agree	ok	warrant accepted: 1 verdicts under law f2cc2274cb3c752b in 1 complete sittings	
X14_court_after_close	1	1	agree	ok	warrant refused: line 7 expected NETTA ZERO	netta: the citation takes one sitting at a time
X15_close_twice	1	1	agree	ok	warrant refused: line 7 expected NETTA ZERO	netta: the citation takes one sitting at a time
X16_close_no_courts	1	1	agree	ok	warrant refused: line 4 close does not seal sitting	netta: the docket closed before its verdicts
X17_close_cap	1	1	agree	ok	warrant refused: line 6 court record malformed	netta: the docket leaves are out of order
X18_close_verdicts_neg	1	1	agree	ok	warrant refused: line 6 close does not seal sitting	netta: the docket close does not match its fold
